system_id,g_protein_family,n_replicas,baseline_n_ready,baseline_n_hold,baseline_n_review,baseline_status,baseline_replica_statuses,baseline_notes,readiness_status,three_good_ready,readiness_action,evidence_group,evidence_source,evidence_note,qc_category,timestamp_reset_interpretation,included_in_release
G12_7SF7,G12-13,3,3,0,0,READY,rep1=READY | rep2=READY | rep3=READY,,READY,True,BASELINE_RETAINED,strict_baseline,trajectory_readiness/strict_full_length_system_audit.csv,,release-ready trajectory set,diagnostic_only_not_failure,True
Gq_7EIB,Gq,3,3,0,0,READY,rep1=READY | rep2=READY | rep3=READY,,READY,True,BASELINE_RETAINED,strict_baseline,trajectory_readiness/strict_full_length_system_audit.csv,,release-ready trajectory set,diagnostic_only_not_failure,True
Gq_7EZM,Gq,3,3,0,0,READY,rep1=READY | rep2=READY | rep3=READY,,READY,True,BASELINE_RETAINED,strict_baseline,trajectory_readiness/strict_full_length_system_audit.csv,,release-ready trajectory set,diagnostic_only_not_failure,True
Gq_7F2O,Gq,3,3,0,0,READY,rep1=READY | rep2=READY | rep3=READY,,READY,True,BASELINE_RETAINED,strict_baseline,trajectory_readiness/strict_full_length_system_audit.csv,,release-ready trajectory set,diagnostic_only_not_failure,True
Gq_7F6G,Gq,3,3,0,0,READY,rep1=READY | rep2=READY | rep3=READY,,READY,True,BASELINE_RETAINED,strict_baseline,trajectory_readiness/strict_full_length_system_audit.csv,,release-ready trajectory set,diagnostic_only_not_failure,True
Gq_7F8W,Gq,3,3,0,0,READY,rep1=READY | rep2=READY | rep3=READY,,READY,True,BASELINE_RETAINED,strict_baseline,trajectory_readiness/strict_full_length_system_audit.csv,,release-ready trajectory set,diagnostic_only_not_failure,True
Gq_7P00,Gq,3,3,0,0,READY,rep1=READY | rep2=READY | rep3=READY,,READY,True,BASELINE_RETAINED,strict_baseline,trajectory_readiness/strict_full_length_system_audit.csv,,release-ready trajectory set,diagnostic_only_not_failure,True
Gq_7RAN,Gq,3,0,3,0,HOLD,rep1=SHORT_OR_BROKEN | rep2=SHORT_OR_BROKEN | rep3=SHORT_OR_BROKEN,raw span -2925.0 ps; aligned span -2925.0 ps; HOLD_INCOMPLETE,READY,True,PROMOTED_THREE_GOOD_20260714,corrected_interface_recovery,trajectory_readiness/Gq_7RAN_direct_final_audit/corrected_role_system_audit.csv,interface-centered repair; corrected exhaustive audit,release-ready trajectory set,diagnostic_only_not_failure,True
Gq_7S8L,Gq,3,3,0,0,READY,rep1=READY | rep2=READY | rep3=READY,,READY,True,BASELINE_RETAINED,strict_baseline,trajectory_readiness/strict_full_length_system_audit.csv,,release-ready trajectory set,diagnostic_only_not_failure,True
Gq_7S8P,Gq,3,3,0,0,READY,rep1=READY | rep2=READY | rep3=READY,,READY,True,BASELINE_RETAINED,strict_baseline,trajectory_readiness/strict_full_length_system_audit.csv,,release-ready trajectory set,diagnostic_only_not_failure,True
Gq_7SR8,Gq,3,3,0,0,READY,rep1=READY | rep2=READY | rep3=READY,,READY,True,BASELINE_RETAINED,strict_baseline,trajectory_readiness/strict_full_length_system_audit.csv,,release-ready trajectory set,diagnostic_only_not_failure,True
Gq_7SRR,Gq,3,3,0,0,READY,rep1=READY | rep2=READY | rep3=READY,,READY,True,BASELINE_RETAINED,strict_baseline,trajectory_readiness/strict_full_length_system_audit.csv,,release-ready trajectory set,diagnostic_only_not_failure,True
Gq_7TRY,Gq,3,2,0,1,REVIEW,rep1=READY | rep2=REVIEW | rep3=READY,REVIEW_DISSOCIATION,READY,True,PROMOTED_THREE_GOOD,continuous_bound_drift,trajectory_readiness/strict_full_length_replica_audit.csv;trajectory_readiness/component_audit_summary_nc.csv;trajectory_readiness/time_axis_audit.csv;trajectory_readiness/rmsd_summary.csv,interface retained; 3/3 measured 499.9-ns spans; component max step 7.18 A; interface max 6.72 A; RMSD max step 0.639 A,release-ready trajectory set,diagnostic_only_not_failure,True
Gq_7W3Z,Gq,3,3,0,0,READY,rep1=READY | rep2=READY | rep3=READY,,READY,True,BASELINE_RETAINED,strict_baseline,trajectory_readiness/strict_full_length_system_audit.csv,,release-ready trajectory set,diagnostic_only_not_failure,True
Gq_7W53,Gq,3,3,0,0,READY,rep1=READY | rep2=READY | rep3=READY,,READY,True,BASELINE_RETAINED,strict_baseline,trajectory_readiness/strict_full_length_system_audit.csv,,release-ready trajectory set,diagnostic_only_not_failure,True
Gq_7W55,Gq,3,3,0,0,READY,rep1=READY | rep2=READY | rep3=READY,,READY,True,BASELINE_RETAINED,strict_baseline,trajectory_readiness/strict_full_length_system_audit.csv,,release-ready trajectory set,diagnostic_only_not_failure,True
Gq_7XW9,Gq,3,3,0,0,READY,rep1=READY | rep2=READY | rep3=READY,,READY,True,BASELINE_RETAINED,strict_baseline,trajectory_readiness/strict_full_length_system_audit.csv,,release-ready trajectory set,diagnostic_only_not_failure,True
Gq_7XWO,Gq,3,3,0,0,READY,rep1=READY | rep2=READY | rep3=READY,,READY,True,BASELINE_RETAINED,strict_baseline,trajectory_readiness/strict_full_length_system_audit.csv,,release-ready trajectory set,diagnostic_only_not_failure,True
Gq_7XXH,Gq,3,3,0,0,READY,rep1=READY | rep2=READY | rep3=READY,,READY,True,BASELINE_RETAINED,strict_baseline,trajectory_readiness/strict_full_length_system_audit.csv,,release-ready trajectory set,diagnostic_only_not_failure,True
Gq_7Y26,Gq,3,3,0,0,READY,rep1=READY | rep2=READY | rep3=READY,,READY,True,BASELINE_RETAINED,strict_baseline,trajectory_readiness/strict_full_length_system_audit.csv,,release-ready trajectory set,diagnostic_only_not_failure,True
Gq_7YDM,Gq,3,3,0,0,READY,rep1=READY | rep2=READY | rep3=READY,,READY,True,BASELINE_RETAINED,strict_baseline,trajectory_readiness/strict_full_length_system_audit.csv,,release-ready trajectory set,diagnostic_only_not_failure,True
Gq_8DWC,Gq,3,3,0,0,READY,rep1=READY | rep2=READY | rep3=READY,,READY,True,BASELINE_RETAINED,strict_baseline,trajectory_readiness/strict_full_length_system_audit.csv,,release-ready trajectory set,diagnostic_only_not_failure,True
Gq_8E9W,Gq,3,3,0,0,READY,rep1=READY | rep2=READY | rep3=READY,,READY,True,BASELINE_RETAINED,strict_baseline,trajectory_readiness/strict_full_length_system_audit.csv,,release-ready trajectory set,diagnostic_only_not_failure,True
Gq_8EJC,Gq,3,3,0,0,READY,rep1=READY | rep2=READY | rep3=READY,,READY,True,BASELINE_RETAINED,strict_baseline,trajectory_readiness/strict_full_length_system_audit.csv,,release-ready trajectory set,diagnostic_only_not_failure,True
Gq_8F7X,Gq,3,3,0,0,READY,rep1=READY | rep2=READY | rep3=READY,,READY,True,BASELINE_RETAINED,strict_baseline,trajectory_readiness/strict_full_length_system_audit.csv,,release-ready trajectory set,diagnostic_only_not_failure,True
Gq_8H0P,Gq,3,3,0,0,READY,rep1=READY | rep2=READY | rep3=READY,,READY,True,BASELINE_RETAINED,strict_baseline,trajectory_readiness/strict_full_length_system_audit.csv,,release-ready trajectory set,diagnostic_only_not_failure,True
Gq_8HCQ,Gq,3,3,0,0,READY,rep1=READY | rep2=READY | rep3=READY,,READY,True,BASELINE_RETAINED,strict_baseline,trajectory_readiness/strict_full_length_system_audit.csv,,release-ready trajectory set,diagnostic_only_not_failure,True
Gq_8HCX,Gq,3,3,0,0,READY,rep1=READY | rep2=READY | rep3=READY,,READY,True,BASELINE_RETAINED,strict_baseline,trajectory_readiness/strict_full_length_system_audit.csv,,release-ready trajectory set,diagnostic_only_not_failure,True
Gq_8IBV,Gq,3,0,3,0,HOLD,rep1=HOLD | rep2=HOLD | rep3=HOLD,HOLD_PBC,READY,True,PROMOTED_THREE_GOOD_20260714,corrected_interface_recovery,trajectory_readiness/interface_centered_rescue_20260713/Gq_8IBV/audit/candidate_replica_audit.csv,rep3 interface-centered GOOD; reps1-2 corrected-audit GOOD,release-ready trajectory set,diagnostic_only_not_failure,True
Gq_8IUK,Gq,3,3,0,0,READY,rep1=READY | rep2=READY | rep3=READY,,READY,True,BASELINE_RETAINED,strict_baseline,trajectory_readiness/strict_full_length_system_audit.csv,,release-ready trajectory set,diagnostic_only_not_failure,True
Gq_8IYS,Gq,3,3,0,0,READY,rep1=READY | rep2=READY | rep3=READY,,READY,True,BASELINE_RETAINED,strict_baseline,trajectory_readiness/strict_full_length_system_audit.csv,,release-ready trajectory set,diagnostic_only_not_failure,True
Gq_8J9N,Gq,3,3,0,0,READY,rep1=READY | rep2=READY | rep3=READY,,READY,True,BASELINE_RETAINED,strict_baseline,trajectory_readiness/strict_full_length_system_audit.csv,,release-ready trajectory set,diagnostic_only_not_failure,True
Gq_8JBG,Gq,3,3,0,0,READY,rep1=READY | rep2=READY | rep3=READY,,READY,True,BASELINE_RETAINED,strict_baseline,trajectory_readiness/strict_full_length_system_audit.csv,,release-ready trajectory set,diagnostic_only_not_failure,True
Gq_8WST,Gq,3,3,0,0,READY,rep1=READY | rep2=READY | rep3=READY,,READY,True,BASELINE_RETAINED,strict_baseline,trajectory_readiness/strict_full_length_system_audit.csv,,release-ready trajectory set,diagnostic_only_not_failure,True
Gq_8WZ2,Gq,3,3,0,0,READY,rep1=READY | rep2=READY | rep3=READY,,READY,True,BASELINE_RETAINED,strict_baseline,trajectory_readiness/strict_full_length_system_audit.csv,,release-ready trajectory set,diagnostic_only_not_failure,True
Gq_8XGS,Gq,3,3,0,0,READY,rep1=READY | rep2=READY | rep3=READY,,READY,True,BASELINE_RETAINED,strict_baseline,trajectory_readiness/strict_full_length_system_audit.csv,,release-ready trajectory set,diagnostic_only_not_failure,True
Gq_8XOJ,Gq,3,3,0,0,READY,rep1=READY | rep2=READY | rep3=READY,,READY,True,BASELINE_RETAINED,strict_baseline,trajectory_readiness/strict_full_length_system_audit.csv,,release-ready trajectory set,diagnostic_only_not_failure,True
Gq_8XOR,Gq,3,3,0,0,READY,rep1=READY | rep2=READY | rep3=READY,,READY,True,BASELINE_RETAINED,strict_baseline,trajectory_readiness/strict_full_length_system_audit.csv,,release-ready trajectory set,diagnostic_only_not_failure,True
Gq_8Y53,Gq,3,3,0,0,READY,rep1=READY | rep2=READY | rep3=READY,,READY,True,BASELINE_RETAINED,strict_baseline,trajectory_readiness/strict_full_length_system_audit.csv,,release-ready trajectory set,diagnostic_only_not_failure,True
Gq_8ZPT,Gq,3,2,1,0,HOLD,rep1=READY | rep2=SHORT_OR_BROKEN | rep3=READY,raw span 416750.0 ps; aligned span 416750.0 ps,READY,True,PROMOTED_THREE_GOOD_20260714,corrected_interface_recovery,trajectory_readiness/continuations/Gq_8ZPT/interface_recovery/exhaustive_audit_corrected/candidate_replica_audit.csv,rep2 continuation merged and interface-centered GOOD; other replicas already GOOD,release-ready trajectory set,diagnostic_only_not_failure,True
Gs_3SN6,Gs,3,3,0,0,READY,rep1=READY | rep2=READY | rep3=READY,,READY,True,BASELINE_RETAINED,strict_baseline,trajectory_readiness/strict_full_length_system_audit.csv,,release-ready trajectory set,diagnostic_only_not_failure,True
Gs_6GDG,Gs,3,3,0,0,READY,rep1=READY | rep2=READY | rep3=READY,,READY,True,BASELINE_RETAINED,strict_baseline,trajectory_readiness/strict_full_length_system_audit.csv,,release-ready trajectory set,diagnostic_only_not_failure,True
Gs_6LI3,Gs,3,3,0,0,READY,rep1=READY | rep2=READY | rep3=READY,,READY,True,BASELINE_RETAINED,strict_baseline,trajectory_readiness/strict_full_length_system_audit.csv,,release-ready trajectory set,diagnostic_only_not_failure,True
Gs_6NBI,Gs,3,0,2,1,HOLD,rep1=HOLD | rep2=REVIEW | rep3=HOLD,HOLD_PBC; REVIEW_DISSOCIATION,READY,True,PROMOTED_THREE_GOOD_20260714,corrected_interface_recovery,trajectory_readiness/amber_three_replica_repair_20260713/exhaustive_audit_corrected_receptor_fragments/candidate_system_audit.csv,3/3 GOOD after corrected combined-receptor audit,release-ready trajectory set,diagnostic_only_not_failure,True
Gs_6PB0,Gs,3,3,0,0,READY,rep1=READY | rep2=READY | rep3=READY,,READY,True,BASELINE_RETAINED,strict_baseline,trajectory_readiness/strict_full_length_system_audit.csv,,release-ready trajectory set,diagnostic_only_not_failure,True
Gs_6PB1,Gs,3,3,0,0,READY,rep1=READY | rep2=READY | rep3=READY,,READY,True,BASELINE_RETAINED,strict_baseline,trajectory_readiness/strict_full_length_system_audit.csv,,release-ready trajectory set,diagnostic_only_not_failure,True
Gs_6UVA,Gs,3,2,0,1,REVIEW,rep1=READY | rep2=REVIEW | rep3=READY,REVIEW_DISSOCIATION,READY,True,PROMOTED_THREE_GOOD,corrected_role_audit,trajectory_readiness/corrected_role_audit/corrected_role_system_audit.csv,rep1=GOOD | rep2=GOOD | rep3=GOOD,release-ready trajectory set,diagnostic_only_not_failure,True
Gs_6WZG,Gs,3,0,1,2,HOLD,rep1=HOLD | rep2=REVIEW | rep3=REVIEW,HOLD_PBC; REVIEW_DISSOCIATION,READY,True,PROMOTED_THREE_GOOD_20260714,corrected_interface_recovery,trajectory_readiness/amber_three_replica_repair_20260713/exhaustive_audit_corrected_receptor_fragments/candidate_system_audit.csv,3/3 GOOD after corrected combined-receptor audit,release-ready trajectory set,diagnostic_only_not_failure,True
Gs_7CFN,Gs,3,3,0,0,READY,rep1=READY | rep2=READY | rep3=READY,,READY,True,BASELINE_RETAINED,strict_baseline,trajectory_readiness/strict_full_length_system_audit.csv,,release-ready trajectory set,diagnostic_only_not_failure,True
Gs_7CX2,Gs,3,3,0,0,READY,rep1=READY | rep2=READY | rep3=READY,,READY,True,BASELINE_RETAINED,strict_baseline,trajectory_readiness/strict_full_length_system_audit.csv,,release-ready trajectory set,diagnostic_only_not_failure,True
Gs_7D68,Gs,3,0,1,2,HOLD,rep1=HOLD | rep2=REVIEW | rep3=REVIEW,HOLD_PBC; REVIEW_DISSOCIATION,READY,True,PROMOTED_THREE_GOOD_20260714,corrected_interface_recovery,trajectory_readiness/amber_three_replica_repair_20260713/exhaustive_audit_corrected_receptor_fragments/candidate_system_audit.csv,3/3 GOOD after corrected combined-receptor audit,release-ready trajectory set,diagnostic_only_not_failure,True
Gs_7D7M,Gs,3,3,0,0,READY,rep1=READY | rep2=READY | rep3=READY,,READY,True,BASELINE_RETAINED,strict_baseline,trajectory_readiness/strict_full_length_system_audit.csv,,release-ready trajectory set,diagnostic_only_not_failure,True
Gs_7DUQ,Gs,3,0,0,3,REVIEW,rep1=REVIEW | rep2=REVIEW | rep3=REVIEW,REVIEW_DISSOCIATION,READY,True,PROMOTED_THREE_GOOD,corrected_role_audit,trajectory_readiness/corrected_role_audit/corrected_role_system_audit.csv,rep1=GOOD | rep2=GOOD | rep3=GOOD,release-ready trajectory set,diagnostic_only_not_failure,True
Gs_7EQ1,Gs,3,3,0,0,READY,rep1=READY | rep2=READY | rep3=READY,,READY,True,BASELINE_RETAINED,strict_baseline,trajectory_readiness/strict_full_length_system_audit.csv,,release-ready trajectory set,diagnostic_only_not_failure,True
Gs_7F16,Gs,3,3,0,0,READY,rep1=READY | rep2=READY | rep3=READY,,READY,True,BASELINE_RETAINED,strict_baseline,trajectory_readiness/strict_full_length_system_audit.csv,,release-ready trajectory set,diagnostic_only_not_failure,True
Gs_7F4H,Gs,3,3,0,0,READY,rep1=READY | rep2=READY | rep3=READY,,READY,True,BASELINE_RETAINED,strict_baseline,trajectory_readiness/strict_full_length_system_audit.csv,,release-ready trajectory set,diagnostic_only_not_failure,True
Gs_7F54,Gs,3,3,0,0,READY,rep1=READY | rep2=READY | rep3=READY,,READY,True,BASELINE_RETAINED,strict_baseline,trajectory_readiness/strict_full_length_system_audit.csv,,release-ready trajectory set,diagnostic_only_not_failure,True
Gs_7FIG,Gs,3,1,0,2,REVIEW,rep1=READY | rep2=REVIEW | rep3=REVIEW,REVIEW_DISSOCIATION,READY,True,PROMOTED_THREE_GOOD,continuous_review_audit,trajectory_readiness/continuous_review_audit/continuous_review_system_audit.csv,rep1=GOOD | rep2=GOOD | rep3=GOOD,release-ready trajectory set,diagnostic_only_not_failure,True
Gs_7FIN,Gs,3,3,0,0,READY,rep1=READY | rep2=READY | rep3=READY,,READY,True,BASELINE_RETAINED,strict_baseline,trajectory_readiness/strict_full_length_system_audit.csv,,release-ready trajectory set,diagnostic_only_not_failure,True
Gs_7JVQ,Gs,3,3,0,0,READY,rep1=READY | rep2=READY | rep3=READY,,READY,True,BASELINE_RETAINED,strict_baseline,trajectory_readiness/strict_full_length_system_audit.csv,,release-ready trajectory set,diagnostic_only_not_failure,True
Gs_7KH0,Gs,3,0,3,0,HOLD,rep1=HOLD | rep2=HOLD | rep3=HOLD,HOLD_PBC,READY,True,PROMOTED_THREE_GOOD_20260714,corrected_interface_recovery,trajectory_readiness/amber_three_replica_repair_20260713/exhaustive_audit_corrected_receptor_fragments/candidate_system_audit.csv,3/3 GOOD after corrected combined-receptor audit,release-ready trajectory set,diagnostic_only_not_failure,True
Gs_7L1V,Gs,3,3,0,0,READY,rep1=READY | rep2=READY | rep3=READY,,READY,True,BASELINE_RETAINED,strict_baseline,trajectory_readiness/strict_full_length_system_audit.csv,,release-ready trajectory set,diagnostic_only_not_failure,True
Gs_7MBX,Gs,3,3,0,0,READY,rep1=READY | rep2=READY | rep3=READY,,READY,True,BASELINE_RETAINED,strict_baseline,trajectory_readiness/strict_full_length_system_audit.csv,,release-ready trajectory set,diagnostic_only_not_failure,True
Gs_7RMH,Gs,3,3,0,0,READY,rep1=READY | rep2=READY | rep3=READY,,READY,True,BASELINE_RETAINED,strict_baseline,trajectory_readiness/strict_full_length_system_audit.csv,,release-ready trajectory set,diagnostic_only_not_failure,True
Gs_7T9N,Gs,3,3,0,0,READY,rep1=READY | rep2=READY | rep3=READY,,READY,True,BASELINE_RETAINED,strict_baseline,trajectory_readiness/strict_full_length_system_audit.csv,,release-ready trajectory set,diagnostic_only_not_failure,True
Gs_7TMW,Gs,3,2,0,1,REVIEW,rep1=READY | rep2=READY | rep3=REVIEW,REVIEW_DISSOCIATION,READY,True,PROMOTED_THREE_GOOD,continuous_review_audit,trajectory_readiness/continuous_review_audit/continuous_review_system_audit.csv,rep1=GOOD | rep2=GOOD | rep3=GOOD,release-ready trajectory set,diagnostic_only_not_failure,True
Gs_7V9M,Gs,3,3,0,0,READY,rep1=READY | rep2=READY | rep3=READY,,READY,True,BASELINE_RETAINED,strict_baseline,trajectory_readiness/strict_full_length_system_audit.csv,,release-ready trajectory set,diagnostic_only_not_failure,True
Gs_7WBJ,Gs,3,3,0,0,READY,rep1=READY | rep2=READY | rep3=READY,,READY,True,BASELINE_RETAINED,strict_baseline,trajectory_readiness/strict_full_length_system_audit.csv,,release-ready trajectory set,diagnostic_only_not_failure,True
Gs_7WU2,Gs,3,3,0,0,READY,rep1=READY | rep2=READY | rep3=READY,,READY,True,BASELINE_RETAINED,strict_baseline,trajectory_readiness/strict_full_length_system_audit.csv,,release-ready trajectory set,diagnostic_only_not_failure,True
Gs_7WU3,Gs,3,3,0,0,READY,rep1=READY | rep2=READY | rep3=READY,,READY,True,BASELINE_RETAINED,strict_baseline,trajectory_readiness/strict_full_length_system_audit.csv,,release-ready trajectory set,diagnostic_only_not_failure,True
Gs_7WUJ,Gs,3,3,0,0,READY,rep1=READY | rep2=READY | rep3=READY,,READY,True,BASELINE_RETAINED,strict_baseline,trajectory_readiness/strict_full_length_system_audit.csv,,release-ready trajectory set,diagnostic_only_not_failure,True
Gs_7XT8,Gs,3,3,0,0,READY,rep1=READY | rep2=READY | rep3=READY,,READY,True,BASELINE_RETAINED,strict_baseline,trajectory_readiness/strict_full_length_system_audit.csv,,release-ready trajectory set,diagnostic_only_not_failure,True
Gs_7XTB,Gs,3,3,0,0,READY,rep1=READY | rep2=READY | rep3=READY,,READY,True,BASELINE_RETAINED,strict_baseline,trajectory_readiness/strict_full_length_system_audit.csv,,release-ready trajectory set,diagnostic_only_not_failure,True
Gs_7XTC,Gs,3,3,0,0,READY,rep1=READY | rep2=READY | rep3=READY,,READY,True,BASELINE_RETAINED,strict_baseline,trajectory_readiness/strict_full_length_system_audit.csv,,release-ready trajectory set,diagnostic_only_not_failure,True
Gs_7XV3,Gs,3,3,0,0,READY,rep1=READY | rep2=READY | rep3=READY,,READY,True,BASELINE_RETAINED,strict_baseline,trajectory_readiness/strict_full_length_system_audit.csv,,release-ready trajectory set,diagnostic_only_not_failure,True
Gs_7XZ5,Gs,3,3,0,0,READY,rep1=READY | rep2=READY | rep3=READY,,READY,True,BASELINE_RETAINED,strict_baseline,trajectory_readiness/strict_full_length_system_audit.csv,,release-ready trajectory set,diagnostic_only_not_failure,True
Gs_7Y3G,Gs,3,3,0,0,READY,rep1=READY | rep2=READY | rep3=READY,,READY,True,BASELINE_RETAINED,strict_baseline,trajectory_readiness/strict_full_length_system_audit.csv,,release-ready trajectory set,diagnostic_only_not_failure,True
Gs_8E3X,Gs,3,3,0,0,READY,rep1=READY | rep2=READY | rep3=READY,,READY,True,BASELINE_RETAINED,strict_baseline,trajectory_readiness/strict_full_length_system_audit.csv,,release-ready trajectory set,diagnostic_only_not_failure,True
Gs_8E3Y,Gs,3,3,0,0,READY,rep1=READY | rep2=READY | rep3=READY,,READY,True,BASELINE_RETAINED,strict_baseline,trajectory_readiness/strict_full_length_system_audit.csv,,release-ready trajectory set,diagnostic_only_not_failure,True
Gs_8F0J,Gs,3,3,0,0,READY,rep1=READY | rep2=READY | rep3=READY,,READY,True,BASELINE_RETAINED,strict_baseline,trajectory_readiness/strict_full_length_system_audit.csv,,release-ready trajectory set,diagnostic_only_not_failure,True
Gs_8F76,Gs,3,3,0,0,READY,rep1=READY | rep2=READY | rep3=READY,,READY,True,BASELINE_RETAINED,strict_baseline,trajectory_readiness/strict_full_length_system_audit.csv,,release-ready trajectory set,diagnostic_only_not_failure,True
Gs_8FU6,Gs,3,0,0,3,REVIEW,rep1=REVIEW | rep2=REVIEW | rep3=REVIEW,REVIEW_DISSOCIATION,READY,True,PROMOTED_THREE_GOOD,corrected_role_audit,trajectory_readiness/corrected_role_audit/corrected_role_system_audit.csv,rep1=GOOD | rep2=GOOD | rep3=GOOD,release-ready trajectory set,diagnostic_only_not_failure,True
Gs_8H4I,Gs,3,3,0,0,READY,rep1=READY | rep2=READY | rep3=READY,,READY,True,BASELINE_RETAINED,strict_baseline,trajectory_readiness/strict_full_length_system_audit.csv,,release-ready trajectory set,diagnostic_only_not_failure,True
Gs_8HDP,Gs,3,3,0,0,READY,rep1=READY | rep2=READY | rep3=READY,,READY,True,BASELINE_RETAINED,strict_baseline,trajectory_readiness/strict_full_length_system_audit.csv,,release-ready trajectory set,diagnostic_only_not_failure,True
Gs_8HJ1,Gs,3,3,0,0,READY,rep1=READY | rep2=READY | rep3=READY,,READY,True,BASELINE_RETAINED,strict_baseline,trajectory_readiness/strict_full_length_system_audit.csv,,release-ready trajectory set,diagnostic_only_not_failure,True
Gs_8HJ2,Gs,3,3,0,0,READY,rep1=READY | rep2=READY | rep3=READY,,READY,True,BASELINE_RETAINED,strict_baseline,trajectory_readiness/strict_full_length_system_audit.csv,,release-ready trajectory set,diagnostic_only_not_failure,True
Gs_8HTI,Gs,3,3,0,0,READY,rep1=READY | rep2=READY | rep3=READY,,READY,True,BASELINE_RETAINED,strict_baseline,trajectory_readiness/strict_full_length_system_audit.csv,,release-ready trajectory set,diagnostic_only_not_failure,True
Gs_8I2G,Gs,3,1,0,2,REVIEW,rep1=REVIEW | rep2=READY | rep3=REVIEW,REVIEW_DISSOCIATION,READY,True,PROMOTED_THREE_GOOD,continuous_review_audit,trajectory_readiness/continuous_review_audit/continuous_review_system_audit.csv,rep1=GOOD | rep2=GOOD | rep3=GOOD,release-ready trajectory set,diagnostic_only_not_failure,True
Gs_8INR,Gs,3,3,0,0,READY,rep1=READY | rep2=READY | rep3=READY,,READY,True,BASELINE_RETAINED,strict_baseline,trajectory_readiness/strict_full_length_system_audit.csv,,release-ready trajectory set,diagnostic_only_not_failure,True
Gs_8IOC,Gs,3,3,0,0,READY,rep1=READY | rep2=READY | rep3=READY,,READY,True,BASELINE_RETAINED,strict_baseline,trajectory_readiness/strict_full_length_system_audit.csv,,release-ready trajectory set,diagnostic_only_not_failure,True
Gs_8IRV,Gs,3,3,0,0,READY,rep1=READY | rep2=READY | rep3=READY,,READY,True,BASELINE_RETAINED,strict_baseline,trajectory_readiness/strict_full_length_system_audit.csv,,release-ready trajectory set,diagnostic_only_not_failure,True
Gs_8JPP,Gs,3,3,0,0,READY,rep1=READY | rep2=READY | rep3=READY,,READY,True,BASELINE_RETAINED,strict_baseline,trajectory_readiness/strict_full_length_system_audit.csv,,release-ready trajectory set,diagnostic_only_not_failure,True
Gs_8KGK,Gs,3,3,0,0,READY,rep1=READY | rep2=READY | rep3=READY,,READY,True,BASELINE_RETAINED,strict_baseline,trajectory_readiness/strict_full_length_system_audit.csv,,release-ready trajectory set,diagnostic_only_not_failure,True
Gs_8KH5,Gs,3,3,0,0,READY,rep1=READY | rep2=READY | rep3=READY,,READY,True,BASELINE_RETAINED,strict_baseline,trajectory_readiness/strict_full_length_system_audit.csv,,release-ready trajectory set,diagnostic_only_not_failure,True
Gs_8SMV,Gs,3,3,0,0,READY,rep1=READY | rep2=READY | rep3=READY,,READY,True,BASELINE_RETAINED,strict_baseline,trajectory_readiness/strict_full_length_system_audit.csv,,release-ready trajectory set,diagnostic_only_not_failure,True
Gs_8U8F,Gs,3,3,0,0,READY,rep1=READY | rep2=READY | rep3=READY,,READY,True,BASELINE_RETAINED,strict_baseline,trajectory_readiness/strict_full_length_system_audit.csv,,release-ready trajectory set,diagnostic_only_not_failure,True
Gs_8W87,Gs,3,3,0,0,READY,rep1=READY | rep2=READY | rep3=READY,,READY,True,BASELINE_RETAINED,strict_baseline,trajectory_readiness/strict_full_length_system_audit.csv,,release-ready trajectory set,diagnostic_only_not_failure,True
Gs_8W8Q,Gs,3,3,0,0,READY,rep1=READY | rep2=READY | rep3=READY,,READY,True,BASELINE_RETAINED,strict_baseline,trajectory_readiness/strict_full_length_system_audit.csv,,release-ready trajectory set,diagnostic_only_not_failure,True
Gs_8WJX,Gs,3,3,0,0,READY,rep1=READY | rep2=READY | rep3=READY,,READY,True,BASELINE_RETAINED,strict_baseline,trajectory_readiness/strict_full_length_system_audit.csv,,release-ready trajectory set,diagnostic_only_not_failure,True
Gs_8X79,Gs,3,3,0,0,READY,rep1=READY | rep2=READY | rep3=READY,,READY,True,BASELINE_RETAINED,strict_baseline,trajectory_readiness/strict_full_length_system_audit.csv,,release-ready trajectory set,diagnostic_only_not_failure,True
Gs_8XVI,Gs,3,3,0,0,READY,rep1=READY | rep2=READY | rep3=READY,,READY,True,BASELINE_RETAINED,strict_baseline,trajectory_readiness/strict_full_length_system_audit.csv,,release-ready trajectory set,diagnostic_only_not_failure,True
Gs_8YN2,Gs,3,3,0,0,READY,rep1=READY | rep2=READY | rep3=READY,,READY,True,BASELINE_RETAINED,strict_baseline,trajectory_readiness/strict_full_length_system_audit.csv,,release-ready trajectory set,diagnostic_only_not_failure,True
Gs_8YUT,Gs,3,3,0,0,READY,rep1=READY | rep2=READY | rep3=READY,,READY,True,BASELINE_RETAINED,strict_baseline,trajectory_readiness/strict_full_length_system_audit.csv,,release-ready trajectory set,diagnostic_only_not_failure,True
Gs_8YUV,Gs,3,3,0,0,READY,rep1=READY | rep2=READY | rep3=READY,,READY,True,BASELINE_RETAINED,strict_baseline,trajectory_readiness/strict_full_length_system_audit.csv,,release-ready trajectory set,diagnostic_only_not_failure,True
Gs_9BLC,Gs,3,3,0,0,READY,rep1=READY | rep2=READY | rep3=READY,,READY,True,BASELINE_RETAINED,strict_baseline,trajectory_readiness/strict_full_length_system_audit.csv,,release-ready trajectory set,diagnostic_only_not_failure,True
